Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
Triethylsulfonium Bis(trifluoromethanesulfonyl)imide,"2,2,2-trifluoroacetamide",CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C(=O)(C(F)(F)F)N,0.24,0.76,353.17,1.5126,10.1016/j.molliq.2016.07.039
glycine,citric  acid,C(C(=O)O)N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.5,0.5,303,1.512,10.1016/j.jmgm.2022.108319
zincchloride,1-butyl-3-methylimidazolium chloride,[Cl-].[Cl-].[Zn+2],CCCCN1C=C[N+](=C1)C.[Cl-],0.5,0.5,303.15,1.5091,10.1016/j.jobe.2021.103056
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,323,1.5076,10.1016/j.molliq.2017.09.091
l-carnitine,hexafluoroisopropanol,C[N+](C)(C)CC(CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O,0.25,0.75,298.15,1.505,10.1016/j.jcou.2022.102217
l-carnitine,hexafluoroisopropanol,C[N+](C)(C)CC(CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O,0.333,0.667,298.15,1.503,10.1016/j.jcou.2022.102217
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,333,1.4986,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,313,1.4944,10.1016/j.molliq.2017.09.091
betaine,hexafluoroisopropanol,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O,0.286,0.714,298.15,1.49,10.1016/j.molliq.2018.02.049
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,343,1.4896,10.1016/j.molliq.2017.09.091
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.333,0.667,298.15,1.4863,10.1016/j.molliq.2017.04.052
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,323,1.4841,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,353,1.4811,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,313,1.4765,10.1016/j.molliq.2017.09.091
betaine,hexafluoroisopropanol,C[N+](C)(C)CC(=O)[O-],C(C(F)(F)F)(C(F)(F)F)O,0.333,0.667,298.15,1.476,10.1016/j.molliq.2022.119392
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,333,1.4738,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,363,1.4729,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,288.15,1.4712,10.1016/j.molliq.2017.04.052
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,288.15,1.4712,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,313,1.4708,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,313,1.469,10.1016/j.molliq.2017.09.091
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298.15,1.4682,10.1016/j.molliq.2017.04.052
1-ethyl-3-methylimidazolium  chloride,1h-benzotriazole,CCN1C=C[N+](=C1)C.[Cl-],C1=CC2=NNN=C2C=C1,0.5,0.5,313.2,1.4667,doi:10.1002/aic.18095
1-ethyl-3-methylimidazolium chloride,1h-benzotriazole,CCN1C=C[N+](=C1)C.[Cl-],C1=CC2=NNN=C2C=C1,0.5,0.5,313.2,1.4666,10.1021/acssuschemeng.0c04215
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,293.15,1.4662,10.1016/j.molliq.2017.04.052
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,293.15,1.4662,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,343,1.4649,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,323,1.4647,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.6,0.4,373,1.4641,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,298.15,1.4612,10.1016/j.molliq.2017.04.052
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,298.15,1.4612,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,323,1.4612,10.1016/j.molliq.2017.09.091
tartaric  acid,d-glucose,C(C(C(=O)O)O)(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.5,0.5,296.15,1.46,doi:10.1002/aic.18095
l-tartaric acid,d-glucose,C(C(C(=O)O)O)(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.5,0.5,296.15,1.46,10.1016/j.molliq.2022.119560
choline chloride,"1,2-propanediol",C[N+](C)(C)CCO.[Cl-],CC(CO)O,0.25,0.75,298.15,1.4598,10.1016/j.foodchem.2022.134054
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,313,1.4598,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,323,1.4592,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,353,1.4567,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,303.15,1.4563,10.1016/j.jhazmat.2022.129835
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,303.15,1.4563,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,333,1.4548,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,333,1.452,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,308.15,1.4516,10.1016/j.foodchem.2022.134054
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,308.15,1.4516,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,323,1.451,10.1016/j.molliq.2017.09.091
citric acid,d-glucose,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.5,0.5,296.15,1.45,doi:10.1002/aic.18095
choline chloride,citric acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.167,0.833,298.15,1.45,10.1016/j.foodchem.2022.134054
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,363,1.4485,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,333,1.4481,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,313.15,1.447,10.1016/j.foodchem.2022.134054
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,313.15,1.447,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,343,1.4451,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,343,1.4432,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,333,1.4427,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,318.15,1.4424,10.1016/j.foodchem.2022.134054
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,318.15,1.4424,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.565,0.435,373,1.4404,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,323.15,1.4378,10.1016/j.molliq.2016.01.038
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,323.15,1.4378,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,343,1.4355,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,353,1.4353,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,343,1.4351,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,353,1.4351,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,323,1.4337,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,328.15,1.4332,10.1002/cphc.200500489
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,328.15,1.4332,doi:10.1002/aic.18095
citric acid,d-sucrose,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.5,0.5,296.15,1.43,doi:10.1002/aic.18095
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,313,1.4289,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,333.15,1.4287,10.1016/j.foodchem.2022.134054
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,333.15,1.4287,doi:10.1002/aic.18095
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,353,1.4273,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,363,1.427,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,363,1.4259,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,333,1.4241,10.1016/j.molliq.2017.09.091
choline chloride,trichloroacetic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,338.15,1.424,10.1016/j.foodchem.2022.134054
choline chloride,trichloroacetic  acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(Cl)(Cl)Cl)O,0.333,0.667,338.15,1.424,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,353,1.4238,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,313,1.4229,10.1016/j.molliq.2017.09.091
choline chloride,citric acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.2,0.8,298.15,1.42,10.1016/j.tca.2012.04.030
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,363,1.4199,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,323,1.4195,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.524,0.476,373,1.4193,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.63,0.37,373,1.417,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,298.15,1.415,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,298.15,1.415,doi:10.1002/aic.18095
zincchloride,urea,[Cl-].[Cl-].[Zn+2],C(=O)(N)N,0.333,0.333,300.2,1.4144,10.1016/j.cclet.2013.09.004
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,343,1.4139,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,acetamide,[Al+3].[Cl-].[Cl-].[Cl-],CC(=O)N,0.5,0.5,373,1.4129,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,363,1.4128,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,303.15,1.411,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,303.15,1.411,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.524,0.476,313,1.4106,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,333,1.4105,10.1016/j.molliq.2017.09.091
choline chloride,glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.417,0.166,293.15,1.41,10.1016/j.tca.2012.04.030
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,308.15,1.408,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,308.15,1.408,doi:10.1002/aic.18095
potassium thiocyanate,glycerol,C(#N)[S-].[K+],C(C(CO)O)O,0.4,0.6,313.15,1.4063,10.1016/j.cej.2018.10.077
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.6,0.4,373,1.4056,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,313,1.4051,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,313.15,1.404,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,313.15,1.404,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.524,0.476,323,1.4018,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,343,1.4016,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,353,1.4001,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,318.15,1.4,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,318.15,1.4,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.5,0.5,313,1.3994,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,323.15,1.397,10.1016/j.molliq.2018.02.049
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,323,1.397,10.1016/j.molliq.2017.09.091
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,323.15,1.397,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,298.15,1.3947,10.1016/j.tca.2011.10.010
methyltriphenylphosphonium  bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,298.15,1.3947,doi:10.1002/aic.18095
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,328.15,1.393,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,328.15,1.393,doi:10.1002/aic.18095
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,353,1.3928,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.524,0.476,333,1.3925,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,363,1.3907,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,333.15,1.39,10.1016/j.molliq.2018.02.049
choline chloride,glucose,C[N+](C)(C)CCO.[Cl-],C(C1C(C(C(C(O1)O)O)O)O)O,0.2,0.8,298.15,1.39,10.1021/acssuschemeng.5b00619
choline chloride,hexafluoroisopropanol,C[N+](C)(C)CCO.[Cl-],C(C(F)(F)F)(C(F)(F)F)O,0.4,0.6,298.15,1.39,doi:10.1002/aic.18095
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,333.15,1.39,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.5,0.5,323,1.3889,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,333,1.3883,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,338.15,1.386,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,338.15,1.386,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,308.15,1.3837,10.1016/j.fluid.2013.06.050
methyltriphenylphosphonium  bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,308.1,1.3837,doi:10.1002/aic.18095
methyltriphenylphosphonium  bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,308.15,1.3837,doi:10.1002/aic.18095
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,363,1.3832,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.524,0.476,343,1.3822,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,343.15,1.382,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,343.15,1.382,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.565,0.435,373,1.3818,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,343,1.3802,10.1016/j.molliq.2017.09.091
choline chloride,dl-malic acid,C[N+](C)(C)CCO.[Cl-],C(C(C(=O)O)O)C(=O)O,0.167,0.833,298.15,1.38,10.1016/j.tca.2012.04.030
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.565,0.435,313,1.3795,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,348.15,1.378,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,348.15,1.378,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.5,0.5,333,1.3776,10.1016/j.molliq.2017.09.091
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,353.15,1.375,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,353.15,1.375,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,318.15,1.3727,10.1016/j.fluid.2013.06.050
methyltriphenylphosphonium  bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,318.15,1.3727,doi:10.1002/aic.18095
methyltriphenylphosphonium  bromide,"2,2,2-trifluoroacetamide",C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(=O)(C(F)(F)F)N,0.111,0.889,318.14,1.3725,doi:10.1002/aic.18095
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.63,0.37,373,1.3725,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,353,1.3716,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.565,0.435,323,1.3709,10.1016/j.molliq.2017.09.091
potassium carbonate,glycerol,C(=O)([O-])[O-].[K+].[K+],C(C(CO)O)O,0.059,0.941,293.15,1.3702,10.1016/j.jct.2017.11.008
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,358.15,1.369,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,358.15,1.369,doi:10.1002/aic.18095
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.5,0.5,343,1.3676,10.1016/j.molliq.2017.09.091
potassium carbonate,glycerol,C(=O)([O-])[O-].[K+].[K+],C(C(CO)O)O,0.059,0.941,298.15,1.3673,10.1016/j.jct.2017.11.008
l-alanine,dl-malic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,363.15,1.365,10.1016/j.molliq.2018.02.049
alanine,dl-malic  acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,363.15,1.365,doi:10.1002/aic.18095
potassium carbonate,glycerol,C(=O)([O-])[O-].[K+].[K+],C(C(CO)O)O,0.059,0.941,303.15,1.3643,10.1016/j.jct.2017.11.008
aluminium chloride anhydrous,propionamide,[Al+3].[Cl-].[Cl-].[Cl-],CCC(=O)N,0.524,0.476,363,1.3641,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.6,0.4,363,1.3634,10.1016/j.molliq.2017.09.091
aluminium chloride anhydrous,butyramide,[Al+3].[Cl-].[Cl-].[Cl-],CCCC(=O)N,0.565,0.435,333,1.3625,10.1016/j.molliq.2017.09.091
