Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction),X#2 (molar fraction),"DES melting temperature, K",Reference (DOI),T#1,T#2
"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O,0.1,0.9,340.88,10.1021/acssuschemeng.8b01203,315.7,343.67
(2s)-2-aminopropanoic acid,2-hydroxypropanoic acid,CC(C(=O)O)N,CC(C(=O)O)O,0.5,0.5,298.15,10.1016/j.molliq.2018.02.049,570.15,289.95
(2s)-2-aminopropanoic acid,2-hydroxybutanedioic acid,CC(C(=O)O)N,C(C(C(=O)O)O)C(=O)O,0.5,0.5,318.15,10.1016/j.molliq.2018.02.049,570.15,404.3
(3r)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)CC(CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O,0.2857,0.7143,236.65,10.1021/acssuschemeng.0c00559,470.15,269.15
(3r)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)CC(CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O,0.3333,0.6667,254.45,10.1021/acssuschemeng.0c00559,470.15,269.15
(3r)-3-hydroxy-4-(trimethylazaniumyl)butanoate,"1,1,1,3,3,3-hexafluoropropan-2-ol",C[N+](C)(C)CC(CC(=O)[O-])O,C(C(F)(F)F)(C(F)(F)F)O,0.25,0.75,255.95,10.1021/acssuschemeng.0c00559,470.15,269.15
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.6459,0.3541,402.272,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.7013,0.2987,406.145,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.7989,0.2011,408.566,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.5984,0.4016,410.986,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.9018,0.0982,416.796,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.5483,0.4517,421.637,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.5008,0.4992,428.415,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.4032,0.5968,439.549,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.3055,0.6945,444.874,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.2,0.8,455.283,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.1024,0.8976,458.43,10.1021/acssuschemeng.8b02042,422.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.8021,0.1979,367.516,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.7046,0.2954,370.61,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.7989,0.2011,376.923,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.904,0.096,377.651,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.8942,0.1058,379.861,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.6022,0.3978,381.779,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.6968,0.3032,384.218,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.497,0.503,391.005,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.6021,0.3979,400.557,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.3973,0.6027,403.873,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.3003,0.6997,405.815,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.2032,0.7968,414.07,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.5021,0.4979,417.259,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3r,4s,5s,6r)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,0.1035,0.8965,418.197,10.1021/acssuschemeng.8b02042,377.15,422.15
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.4021,0.5979,432.508,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.3047,0.6953,439.77,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.2021,0.7979,451.389,10.1021/acssuschemeng.8b02042,377.15,462.05
"(3s,4r,5r)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1C(C(C(C(O1)(CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,0.1047,0.8953,454.657,10.1021/acssuschemeng.8b02042,377.15,462.05
"(4s,4as,5as,6s,12ar)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide","propane-1,2,3-triol",CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,C(C(CO)O)O,0.33,0.67,335.15,10.1016/j.fluid.2017.05.009,444.15,291.22
"(8r,9s,10r,13s,14s,17s)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,CC1CCC(C(C1)O)C(C)C,0.2,0.8,313.05,10.1016/j.molliq.2020.114745,424.15,311.15
"(e)-1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine","propane-1,2,3-triol",CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,C(C(CO)O)O,0.33,0.67,186.15,10.1016/j.fluid.2017.05.009,342.15,291.22
"(e)-1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine",2-acetyloxybenzoic acid,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,0.67,0.33,236.15,10.1016/j.molliq.2020.114745,342.15,414
"(e)-1-n'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-n-methyl-2-nitroethene-1,1-diamine",urea,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,C(=O)(N)N,0.67,0.33,242.15,10.1016/j.molliq.2020.114745,342.15,405.85
(z)-octadec-9-enoic acid,5-methyl-2-propan-2-ylcyclohexan-1-ol,CCCCCCCCC=CCCCCCCCC(=O)O,CC1CCC(C(C1)O)C(C)C,0.5,0.5,272.64,10.1021/acssuschemeng.0c00559,289.45,311.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.6,0.4,303.4,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.599,0.401,303.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.701,0.299,321.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.699,0.301,322.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.798,0.202,333.4,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.8,0.2,334.3,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.499,0.501,337.1,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.503,0.497,337.1,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.9,0.1,343.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.897,0.103,344.1,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.4,0.6,377,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.399,0.601,377.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.301,0.699,425.5,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.302,0.698,427.6,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.202,0.798,478.8,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.203,0.797,478.9,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.102,0.898,525.6,10.1016/j.fluid.2017.03.015,350.42,578.15
1-Ethyl-3-methylimidazolium chloride,Choline chloride,CCN+C1=CN=CN1.[Cl-],CN+(C)CCO.[Cl-],0.1,0.9,525.7,10.1016/j.fluid.2017.03.015,350.42,578.15
1-(diaminomethylidene)-2-(2-phenylethyl)guanidine,"propane-1,2,3-triol",C1=CC=C(C=C1)CCN=C(N)N=C(N)N,C(C(CO)O)O,0.3333,0.6667,204.15,10.1016/j.fluid.2017.05.009,449.65,291.22
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.2026,0.7974,280.289,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.5016,0.4984,297.645,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.1093,0.8907,301.116,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.5981,0.4019,301.694,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.7042,0.2958,306.901,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.492,0.508,317.314,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.4051,0.5949,321.942,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.209,0.791,322.521,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.1061,0.8939,328.306,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.8006,0.1994,334.669,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.7974,0.2026,345.083,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.6334,0.3666,346.24,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.1093,0.8907,350.289,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.717,0.283,356.653,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1Cl)C(C)C)O,0.9003,0.0997,363.595,10.1016/j.hydromet.2022.105971,388.15,332.15
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.8039,0.1961,368.223,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.8939,0.1061,372.851,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.2122,0.7878,372.851,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C=C1)C(C)C)O,0.9003,0.0997,378.058,10.1016/j.hydromet.2022.105971,388.15,323.5
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.2958,0.7042,385,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.6881,0.3119,389.05,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.6077,0.3923,390.207,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.418,0.582,390.207,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.508,0.492,393.099,10.1016/j.hydromet.2022.105971,388.15,344.85
"1,1-dimethylurea",Choline chloride,CN(C)C(=O)N,CN+(C)CCO.[Cl-],0.62,0.38,392.15,10.1016/j.fluid.2019.06.005,454.2,578.15
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",2-[4-(2-methylpropyl)phenyl]propanoic acid,CC1(C2CCC(O1)(CC2)C)C,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.6,0.4,260.15,10.1016/S0168-3659(97)00153-3,274.65,350.4
